,db_id,query,question
3896,insurance_policies,SELECT sum(Amount_Claimed) FROM Claims,Find the total claimed amount of all the claims.
3897,insurance_policies,SELECT sum(Amount_Claimed) FROM Claims,What is total amount claimed summed across all the claims?
3898,hospital_1,SELECT name FROM department GROUP BY departmentID ORDER BY count(departmentID) DESC LIMIT 1;,Which department has the largest number of employees?
3899,hospital_1,SELECT name FROM department GROUP BY departmentID ORDER BY count(departmentID) DESC LIMIT 1;,Find the department with the most employees.
3900,hospital_1,SELECT head FROM department GROUP BY departmentID ORDER BY count(departmentID) LIMIT 1;,What is the employee id of the head whose department has the least number of employees?
3901,hospital_1,SELECT head FROM department GROUP BY departmentID ORDER BY count(departmentID) LIMIT 1;,Tell me the employee id of the head of the department with the least employees.
3902,hospital_1,"SELECT T2.name ,  T2.position FROM department AS T1 JOIN physician AS T2 ON T1.head  =  T2.EmployeeID GROUP BY departmentID ORDER BY count(departmentID) LIMIT 1;",what is the name and position of the head whose department has least number of employees?
3903,hospital_1,"SELECT T2.name ,  T2.position FROM department AS T1 JOIN physician AS T2 ON T1.head  =  T2.EmployeeID GROUP BY departmentID ORDER BY count(departmentID) LIMIT 1;",Find the name and position of the head of the department with the least employees.
3904,hospital_1,SELECT name FROM appointment AS T1 JOIN patient AS T2 ON T1.patient  =  T2.ssn,What are names of patients who made an appointment?
3905,hospital_1,SELECT name FROM appointment AS T1 JOIN patient AS T2 ON T1.patient  =  T2.ssn,List the names of patients who have made appointments.
3906,hospital_1,"SELECT name ,  phone FROM appointment AS T1 JOIN patient AS T2 ON T1.patient  =  T2.ssn GROUP BY T1.patient HAVING count(*)  >  1",what are name and phone number of patients who had more than one appointment?
3907,hospital_1,"SELECT name ,  phone FROM appointment AS T1 JOIN patient AS T2 ON T1.patient  =  T2.ssn GROUP BY T1.patient HAVING count(*)  >  1",Which patients made more than one appointment? Tell me the name and phone number of these patients.
3908,hospital_1,SELECT appointmentid FROM appointment ORDER BY START DESC LIMIT 1,Find the id of the appointment with the most recent start date?
3909,hospital_1,SELECT appointmentid FROM appointment ORDER BY START DESC LIMIT 1,What is the id of the appointment that started most recently?
3910,hospital_1,SELECT T2.name FROM appointment AS T1 JOIN physician AS T2 ON T1.Physician  =  T2.EmployeeID,List the name of physicians who took some appointment.
3911,hospital_1,SELECT T2.name FROM appointment AS T1 JOIN physician AS T2 ON T1.Physician  =  T2.EmployeeID,What are the names of all the physicians who took appointments.
3912,hospital_1,SELECT name FROM physician EXCEPT SELECT T2.name FROM appointment AS T1 JOIN physician AS T2 ON T1.Physician  =  T2.EmployeeID,List the name of physicians who never took any appointment.
3913,hospital_1,SELECT name FROM physician EXCEPT SELECT T2.name FROM appointment AS T1 JOIN physician AS T2 ON T1.Physician  =  T2.EmployeeID,Which physicians have never taken any appointment? Find their names.
3914,hospital_1,"SELECT T1.name ,  T3.name FROM physician AS T1 JOIN affiliated_with AS T2 ON T1.EmployeeID  =  T2.physician JOIN department AS T3 ON T2.department  =  T3.DepartmentID WHERE T2.PrimaryAffiliation  =  1",Find the names of all physicians and their primary affiliated departments' names.
3915,hospital_1,"SELECT T1.name ,  T3.name FROM physician AS T1 JOIN affiliated_with AS T2 ON T1.EmployeeID  =  T2.physician JOIN department AS T3 ON T2.department  =  T3.DepartmentID WHERE T2.PrimaryAffiliation  =  1",What are the name and primarily affiliated department name of each physician?
3916,hospital_1,SELECT T1.name FROM patient AS T1 JOIN appointment AS T2 ON T1.ssn = T2.patient ORDER BY T2.start DESC LIMIT 1,What is the name of the patient who made the most recent appointment?
3917,hospital_1,SELECT T1.name FROM patient AS T1 JOIN appointment AS T2 ON T1.ssn = T2.patient ORDER BY T2.start DESC LIMIT 1,Find the name of the patient who made the appointment with the most recent start date.
3918,hospital_1,SELECT count(patient) FROM stay WHERE room  =  112,How many patients stay in room 112?
3919,hospital_1,SELECT count(patient) FROM stay WHERE room  =  112,Count the number of patients who stayed in room 112.
3920,hospital_1,"SELECT count(T1.SSN) FROM patient AS T1 JOIN prescribes AS T2 ON T1.SSN  =  T2.patient JOIN physician AS T3 ON T2.physician  =  T3.employeeid WHERE T3.name = ""John Dorian""",How many patients' prescriptions are made by physician John Dorian?
3921,hospital_1,"SELECT count(T1.SSN) FROM patient AS T1 JOIN prescribes AS T2 ON T1.SSN  =  T2.patient JOIN physician AS T3 ON T2.physician  =  T3.employeeid WHERE T3.name = ""John Dorian""",Find the number of patients' prescriptions physician John Dorian made.
3922,hospital_1,SELECT T4.name FROM stay AS T1 JOIN patient AS T2 ON T1.Patient  =  T2.SSN JOIN Prescribes AS T3 ON T3.Patient  =  T2.SSN JOIN Medication AS T4 ON T3.Medication  =  T4.Code WHERE room  =  111,Find the name of medication used on the patient who stays in room 111?
3923,hospital_1,SELECT T4.name FROM stay AS T1 JOIN patient AS T2 ON T1.Patient  =  T2.SSN JOIN Prescribes AS T3 ON T3.Patient  =  T2.SSN JOIN Medication AS T4 ON T3.Medication  =  T4.Code WHERE room  =  111,What is the name of the medication used for the patient staying in room 111?
3924,hospital_1,SELECT patient FROM stay WHERE room  =  111 ORDER BY staystart DESC LIMIT 1,Find the patient who most recently stayed in room 111.
3925,hospital_1,SELECT patient FROM stay WHERE room  =  111 ORDER BY staystart DESC LIMIT 1,What is the id of the patient who stayed in room 111 most recently?
3926,hospital_1,SELECT T1.name FROM nurse AS T1 JOIN appointment AS T2 ON T1.employeeid  =  T2.prepnurse GROUP BY T1.employeeid ORDER BY count(*) DESC LIMIT 1,What is the name of the nurse has the most appointments?
3927,hospital_1,SELECT T1.name FROM nurse AS T1 JOIN appointment AS T2 ON T1.employeeid  =  T2.prepnurse GROUP BY T1.employeeid ORDER BY count(*) DESC LIMIT 1,Find the name of the nurse who has the largest number of appointments.
3928,hospital_1,"SELECT T1.name ,  count(*) FROM physician AS T1 JOIN patient AS T2 ON T1.employeeid  =  T2.PCP GROUP BY T1.employeeid",How many patients do each physician take care of? List their names and number of patients they take care of.
3929,hospital_1,"SELECT T1.name ,  count(*) FROM physician AS T1 JOIN patient AS T2 ON T1.employeeid  =  T2.PCP GROUP BY T1.employeeid",Return the name of each physician and the number of patients he or she treats.
3930,hospital_1,SELECT T1.name FROM physician AS T1 JOIN patient AS T2 ON T1.employeeid  =  T2.PCP GROUP BY T1.employeeid HAVING count(*)  >  1,Find the name of physicians who are in charge of more than one patient.
3931,hospital_1,SELECT T1.name FROM physician AS T1 JOIN patient AS T2 ON T1.employeeid  =  T2.PCP GROUP BY T1.employeeid HAVING count(*)  >  1,Which physicians are in charge of more than one patient? Give me their names.
3932,hospital_1,"SELECT count(*) ,  T1.blockfloor FROM BLOCK AS T1 JOIN room AS T2 ON T1.blockfloor  =  T2.blockfloor AND T1.blockcode  =  T2.blockcode GROUP BY T1.blockfloor",Find the number of rooms located on each block floor.
3933,hospital_1,"SELECT count(*) ,  T1.blockfloor FROM BLOCK AS T1 JOIN room AS T2 ON T1.blockfloor  =  T2.blockfloor AND T1.blockcode  =  T2.blockcode GROUP BY T1.blockfloor",How many rooms does each block floor have?
3934,hospital_1,"SELECT count(*) ,  T1.blockcode FROM BLOCK AS T1 JOIN room AS T2 ON T1.blockfloor  =  T2.blockfloor AND T1.blockcode  =  T2.blockcode GROUP BY T1.blockcode",Find the number of rooms for different block code?
3935,hospital_1,"SELECT count(*) ,  T1.blockcode FROM BLOCK AS T1 JOIN room AS T2 ON T1.blockfloor  =  T2.blockfloor AND T1.blockcode  =  T2.blockcode GROUP BY T1.blockcode",How many rooms are located for each block code?
3936,hospital_1,SELECT DISTINCT blockcode FROM room WHERE unavailable  =  0,What are the unique block codes that have available rooms?
3937,hospital_1,SELECT DISTINCT blockcode FROM room WHERE unavailable  =  0,Tell me the distinct block codes where some rooms are available.
3938,hospital_1,SELECT count(DISTINCT roomtype) FROM room,How many different types of rooms are there?
3939,hospital_1,SELECT count(DISTINCT roomtype) FROM room,Find the number of distinct room types available.
3940,hospital_1,"SELECT DISTINCT T1.name FROM physician AS T1 JOIN prescribes AS T2 ON T1.employeeid = T2.physician JOIN medication AS T3 ON T3.code = T2.medication WHERE T3.name  =  ""Thesisin""",What is the names of the physicians who prescribe medication Thesisin?
3941,hospital_1,"SELECT DISTINCT T1.name FROM physician AS T1 JOIN prescribes AS T2 ON T1.employeeid = T2.physician JOIN medication AS T3 ON T3.code = T2.medication WHERE T3.name  =  ""Thesisin""",List the names of all the physicians who prescribe Thesisin as medication.
3942,hospital_1,"SELECT DISTINCT T1.name ,  T1.position FROM physician AS T1 JOIN prescribes AS T2 ON T1.employeeid = T2.physician JOIN medication AS T3 ON T3.code = T2.medication WHERE T3.Brand  =  ""X""",Find the name and position of physicians who prescribe some medication whose brand is X?
3943,hospital_1,"SELECT DISTINCT T1.name ,  T1.position FROM physician AS T1 JOIN prescribes AS T2 ON T1.employeeid = T2.physician JOIN medication AS T3 ON T3.code = T2.medication WHERE T3.Brand  =  ""X""",Which physicians prescribe a medication of brand X? Tell me the name and position of those physicians.
3944,hospital_1,"SELECT count(*) ,  T1.name FROM medication AS T1 JOIN prescribes AS T2 ON T1.code = T2.medication GROUP BY T1.brand",Find the number of medications prescribed for each brand.
3945,hospital_1,"SELECT count(*) ,  T1.name FROM medication AS T1 JOIN prescribes AS T2 ON T1.code = T2.medication GROUP BY T1.brand",How many medications are prescribed for each brand?
3946,hospital_1,SELECT name FROM physician WHERE POSITION LIKE '%senior%',Find the name of physicians whose position title contains the word 'senior'.
3947,hospital_1,SELECT name FROM physician WHERE POSITION LIKE '%senior%',What are the names of the physicians who have 'senior' in their titles.
3948,hospital_1,SELECT patient FROM undergoes ORDER BY dateundergoes LIMIT 1,Find the patient who has the most recent undergoing treatment?
3949,hospital_1,SELECT patient FROM undergoes ORDER BY dateundergoes LIMIT 1,Which patient is undergoing the most recent treatment?
3950,hospital_1,SELECT DISTINCT T2.name FROM undergoes AS T1 JOIN patient AS T2 ON T1.patient = T2.SSN JOIN stay AS T3 ON T1.Stay  =  T3.StayID WHERE T3.room  =  111,Find the names of all patients who have an undergoing treatment and are staying in room 111.
3951,hospital_1,SELECT DISTINCT T2.name FROM undergoes AS T1 JOIN patient AS T2 ON T1.patient = T2.SSN JOIN stay AS T3 ON T1.Stay  =  T3.StayID WHERE T3.room  =  111,What are the names of patients who are staying in room 111 and have an undergoing treatment?
3952,hospital_1,SELECT DISTINCT name FROM nurse ORDER BY name,List the names of all distinct nurses ordered by alphabetical order?
3953,hospital_1,SELECT DISTINCT name FROM nurse ORDER BY name,What is the alphabetically ordered list of all the distinct names of nurses?
3954,hospital_1,SELECT DISTINCT T2.name FROM undergoes AS T1 JOIN nurse AS T2 ON T1.AssistingNurse  =  T2.EmployeeID,Find the names of nurses who are nursing an undergoing treatment.
3955,hospital_1,SELECT DISTINCT T2.name FROM undergoes AS T1 JOIN nurse AS T2 ON T1.AssistingNurse  =  T2.EmployeeID,Which nurses are in charge of patients undergoing treatments?
3956,hospital_1,SELECT DISTINCT name FROM medication ORDER BY name,"List the names of all distinct medications, ordered in an alphabetical order."
3957,hospital_1,SELECT DISTINCT name FROM medication ORDER BY name,What is the alphabetically ordered list of all distinct medications?
3958,hospital_1,SELECT T1.name FROM physician AS T1 JOIN prescribes AS T2 ON T1.employeeid = T2.physician ORDER BY T2.dose DESC LIMIT 1,What are the names of the physician who prescribed the highest dose?
3959,hospital_1,SELECT T1.name FROM physician AS T1 JOIN prescribes AS T2 ON T1.employeeid = T2.physician ORDER BY T2.dose DESC LIMIT 1,Find the physician who prescribed the highest dose. What is his or her name?
3960,hospital_1,"SELECT physician ,  department FROM affiliated_with WHERE primaryaffiliation  =  1",List the physicians' employee ids together with their primary affiliation departments' ids.
3961,hospital_1,"SELECT physician ,  department FROM affiliated_with WHERE primaryaffiliation  =  1",What are each physician's employee id and department id primarily affiliated.
3962,hospital_1,SELECT DISTINCT T2.name FROM affiliated_with AS T1 JOIN department AS T2 ON T1.department = T2.departmentid WHERE PrimaryAffiliation  =  1,List the names of departments where some physicians are primarily affiliated with.
3963,hospital_1,SELECT DISTINCT T2.name FROM affiliated_with AS T1 JOIN department AS T2 ON T1.department = T2.departmentid WHERE PrimaryAffiliation  =  1,What are the names of departments that have primarily affiliated physicians.
3964,hospital_1,SELECT nurse FROM on_call WHERE blockfloor  =  1 AND blockcode  =  1,What nurses are on call with block floor 1 and block code 1? Tell me their names.
3965,hospital_1,SELECT nurse FROM on_call WHERE blockfloor  =  1 AND blockcode  =  1,Find the ids of the nurses who are on call in block floor 1 and block code 1.
3966,hospital_1,"SELECT MAX(cost) ,  MIN(cost) ,  AVG(cost) FROM procedures","What are the highest cost, lowest cost and average cost of procedures?"
3967,hospital_1,"SELECT MAX(cost) ,  MIN(cost) ,  AVG(cost) FROM procedures","Tell me the highest, lowest, and average cost of procedures."
3968,hospital_1,"SELECT name ,  cost FROM procedures ORDER BY cost DESC",List the name and cost of all procedures sorted by the cost from the highest to the lowest.
3969,hospital_1,"SELECT name ,  cost FROM procedures ORDER BY cost DESC",Sort the list of names and costs of all procedures in the descending order of cost.
3970,hospital_1,SELECT name FROM procedures ORDER BY cost LIMIT 3,Find the three most expensive procedures.
3971,hospital_1,SELECT name FROM procedures ORDER BY cost LIMIT 3,What are the three most costly procedures?
3972,hospital_1,SELECT T1.name FROM physician AS T1 JOIN trained_in AS T2 ON T1.employeeid  =  T2.physician JOIN procedures AS T3 ON T3.code  =  T2.treatment WHERE T3.cost  >  5000,Find the physicians who are trained in a procedure that costs more than 5000.
3973,hospital_1,SELECT T1.name FROM physician AS T1 JOIN trained_in AS T2 ON T1.employeeid  =  T2.physician JOIN procedures AS T3 ON T3.code  =  T2.treatment WHERE T3.cost  >  5000,Which physicians are trained in procedures that are more expensive than 5000?
3974,hospital_1,SELECT T1.name FROM physician AS T1 JOIN trained_in AS T2 ON T1.employeeid  =  T2.physician JOIN procedures AS T3 ON T3.code  =  T2.treatment ORDER BY T3.cost DESC LIMIT 1,Find the physician who was trained in the most expensive procedure?
3975,hospital_1,SELECT T1.name FROM physician AS T1 JOIN trained_in AS T2 ON T1.employeeid  =  T2.physician JOIN procedures AS T3 ON T3.code  =  T2.treatment ORDER BY T3.cost DESC LIMIT 1,Which physician was trained in the procedure that costs the most.
3976,hospital_1,"SELECT avg(T3.cost) FROM physician AS T1 JOIN trained_in AS T2 ON T1.employeeid  =  T2.physician JOIN procedures AS T3 ON T3.code  =  T2.treatment WHERE T1.name  =  ""John Wen""",What is the average cost of procedures that physician John Wen was trained in?
3977,hospital_1,"SELECT avg(T3.cost) FROM physician AS T1 JOIN trained_in AS T2 ON T1.employeeid  =  T2.physician JOIN procedures AS T3 ON T3.code  =  T2.treatment WHERE T1.name  =  ""John Wen""",Compute the mean price of procedures physician John Wen was trained in.
3978,hospital_1,"SELECT T3.name FROM physician AS T1 JOIN trained_in AS T2 ON T1.employeeid  =  T2.physician JOIN procedures AS T3 ON T3.code  =  T2.treatment WHERE T1.name  =  ""John Wen""",Find the names of procedures which physician John Wen was trained in.
3979,hospital_1,"SELECT T3.name FROM physician AS T1 JOIN trained_in AS T2 ON T1.employeeid  =  T2.physician JOIN procedures AS T3 ON T3.code  =  T2.treatment WHERE T1.name  =  ""John Wen""",What are the names of procedures physician John Wen was trained in?
3980,hospital_1,"SELECT name FROM procedures WHERE cost  >  1000 UNION SELECT T3.name FROM physician AS T1 JOIN trained_in AS T2 ON T1.employeeid  =  T2.physician JOIN procedures AS T3 ON T3.code  =  T2.treatment WHERE T1.name  =  ""John Wen""",Find all procedures which cost more than 1000 or which physician John Wen was trained in.
3981,hospital_1,"SELECT name FROM procedures WHERE cost  >  1000 UNION SELECT T3.name FROM physician AS T1 JOIN trained_in AS T2 ON T1.employeeid  =  T2.physician JOIN procedures AS T3 ON T3.code  =  T2.treatment WHERE T1.name  =  ""John Wen""",What are the procedures that cost more than 1000 or are specialized in by physician John Wen?
3982,hospital_1,"SELECT name FROM procedures WHERE cost  >  1000 EXCEPT SELECT T3.name FROM physician AS T1 JOIN trained_in AS T2 ON T1.employeeid  =  T2.physician JOIN procedures AS T3 ON T3.code  =  T2.treatment WHERE T1.name  =  ""John Wen""",Find the names of all procedures which cost more than 1000 but which physician John Wen was not trained in?
3983,hospital_1,"SELECT name FROM procedures WHERE cost  >  1000 EXCEPT SELECT T3.name FROM physician AS T1 JOIN trained_in AS T2 ON T1.employeeid  =  T2.physician JOIN procedures AS T3 ON T3.code  =  T2.treatment WHERE T1.name  =  ""John Wen""","Among the procedures that cost more than 1000, which were not specialized in by physician John Wen?"
3984,hospital_1,"SELECT name FROM procedures WHERE cost  <  5000 INTERSECT SELECT T3.name FROM physician AS T1 JOIN trained_in AS T2 ON T1.employeeid  =  T2.physician JOIN procedures AS T3 ON T3.code  =  T2.treatment WHERE T1.name  =  ""John Wen""",Find the names of all procedures such that the cost is less than 5000 and physician John Wen was trained in.
3985,hospital_1,"SELECT name FROM procedures WHERE cost  <  5000 INTERSECT SELECT T3.name FROM physician AS T1 JOIN trained_in AS T2 ON T1.employeeid  =  T2.physician JOIN procedures AS T3 ON T3.code  =  T2.treatment WHERE T1.name  =  ""John Wen""",What procedures cost less than 5000 and have John Wen as a trained physician?
3986,hospital_1,SELECT T1.name FROM physician AS T1 JOIN affiliated_with AS T2 ON T1.EmployeeID  =  T2.physician JOIN department AS T3 ON T2.department  =  T3.DepartmentID WHERE T3.name  =  'Surgery' INTERSECT SELECT T1.name FROM physician AS T1 JOIN affiliated_with AS T2 ON T1.EmployeeID  =  T2.physician JOIN department AS T3 ON T2.department  =  T3.DepartmentID WHERE T3.name  =  'Psychiatry',Find the name of physicians who are affiliated with both Surgery and Psychiatry departments.
3987,hospital_1,SELECT T1.name FROM physician AS T1 JOIN affiliated_with AS T2 ON T1.EmployeeID  =  T2.physician JOIN department AS T3 ON T2.department  =  T3.DepartmentID WHERE T3.name  =  'Surgery' INTERSECT SELECT T1.name FROM physician AS T1 JOIN affiliated_with AS T2 ON T1.EmployeeID  =  T2.physician JOIN department AS T3 ON T2.department  =  T3.DepartmentID WHERE T3.name  =  'Psychiatry',Which physicians are affiliated with both Surgery and Psychiatry departments? Tell me their names.
3988,hospital_1,SELECT T1.name FROM physician AS T1 JOIN affiliated_with AS T2 ON T1.EmployeeID  =  T2.physician JOIN department AS T3 ON T2.department  =  T3.DepartmentID WHERE T3.name  =  'Surgery' OR T3.name  =  'Psychiatry',Find the name of physicians who are affiliated with Surgery or Psychiatry department.
3989,hospital_1,SELECT T1.name FROM physician AS T1 JOIN affiliated_with AS T2 ON T1.EmployeeID  =  T2.physician JOIN department AS T3 ON T2.department  =  T3.DepartmentID WHERE T3.name  =  'Surgery' OR T3.name  =  'Psychiatry',Which physicians are affiliated with either Surgery or Psychiatry department? Give me their names.
3990,hospital_1,SELECT name FROM patient EXCEPT SELECT T1.name FROM patient AS T1 JOIN Prescribes AS T2 ON T2.Patient  =  T1.SSN JOIN Medication AS T3 ON T2.Medication  =  T3.Code WHERE T3.name  =  'Procrastin-X',Find the names of patients who are not using the medication of Procrastin-X.
3991,hospital_1,SELECT name FROM patient EXCEPT SELECT T1.name FROM patient AS T1 JOIN Prescribes AS T2 ON T2.Patient  =  T1.SSN JOIN Medication AS T3 ON T2.Medication  =  T3.Code WHERE T3.name  =  'Procrastin-X',What are the names of patients who are not taking the medication of Procrastin-X.
3992,hospital_1,SELECT count(*) FROM patient WHERE SSN NOT IN ( SELECT T1.patient FROM Prescribes AS T1 JOIN Medication AS T2 ON T1.Medication  =  T2.Code WHERE T2.name  =  'Procrastin-X' ),Find the number of patients who are not using the medication of Procrastin-X.
3993,hospital_1,SELECT count(*) FROM patient WHERE SSN NOT IN ( SELECT T1.patient FROM Prescribes AS T1 JOIN Medication AS T2 ON T1.Medication  =  T2.Code WHERE T2.name  =  'Procrastin-X' ),How many patients are not using Procrastin-X as medication?
3994,hospital_1,SELECT count(*) FROM appointment,How many appointments are there?
3995,hospital_1,SELECT count(*) FROM appointment,Count how many appointments have been made in total.
3996,hospital_1,SELECT DISTINCT T1.name FROM nurse AS T1 JOIN on_call AS T2 ON T1.EmployeeID  =  T2.nurse,Find the names of nurses who are on call.
3997,hospital_1,SELECT DISTINCT T1.name FROM nurse AS T1 JOIN on_call AS T2 ON T1.EmployeeID  =  T2.nurse,What are the distinct names of nurses on call?
3998,ship_mission,SELECT count(*) FROM ship,How many ships are there?
3999,ship_mission,SELECT count(*) FROM ship,What is the number of ships?
4000,ship_mission,SELECT Name FROM ship ORDER BY Tonnage ASC,List the name of ships in ascending order of tonnage.
4001,ship_mission,SELECT Name FROM ship ORDER BY Tonnage ASC,what are the names of the ships ordered by ascending tonnage?
4002,ship_mission,"SELECT TYPE ,  Nationality FROM ship",What are the type and nationality of ships?
4003,ship_mission,"SELECT TYPE ,  Nationality FROM ship",What are the types and nationalities of every ship?
4004,ship_mission,"SELECT Name FROM ship WHERE Nationality != ""United States""","List the name of ships whose nationality is not ""United States""."
4005,ship_mission,"SELECT Name FROM ship WHERE Nationality != ""United States""",What are the names of the ships that are not from the United States?
4006,ship_mission,"SELECT Name FROM ship WHERE Nationality  =  ""United States"" OR Nationality  =  ""United Kingdom""",Show the name of ships whose nationality is either United States or United Kingdom.
4007,ship_mission,"SELECT Name FROM ship WHERE Nationality  =  ""United States"" OR Nationality  =  ""United Kingdom""",What are the names of the ships  that are from either the US or the UK?
4008,ship_mission,SELECT Name FROM ship ORDER BY Tonnage DESC LIMIT 1,What is the name of the ship with the largest tonnage?
4009,ship_mission,SELECT Name FROM ship ORDER BY Tonnage DESC LIMIT 1,What is the ship with the largest amount of tonnage called?
4010,ship_mission,"SELECT TYPE ,  COUNT(*) FROM ship GROUP BY TYPE",Show different types of ships and the number of ships of each type.
4011,ship_mission,"SELECT TYPE ,  COUNT(*) FROM ship GROUP BY TYPE","For each type, how many ships are there?"
4012,ship_mission,SELECT TYPE FROM ship GROUP BY TYPE ORDER BY COUNT(*) DESC LIMIT 1,Please show the most common type of ships.
4013,ship_mission,SELECT TYPE FROM ship GROUP BY TYPE ORDER BY COUNT(*) DESC LIMIT 1,What is the most common type of ships?
4014,ship_mission,SELECT Nationality FROM ship GROUP BY Nationality HAVING COUNT(*)  >  2,List the nations that have more than two ships.
4015,ship_mission,SELECT Nationality FROM ship GROUP BY Nationality HAVING COUNT(*)  >  2,What are the nations that have more than two ships?
4016,ship_mission,"SELECT TYPE ,  avg(Tonnage) FROM ship GROUP BY TYPE",Show different types of ships and the average tonnage of ships of each type.
4017,ship_mission,"SELECT TYPE ,  avg(Tonnage) FROM ship GROUP BY TYPE","For each type, what is the average tonnage?"
4018,ship_mission,"SELECT T1.Code ,  T1.Fate ,  T2.Name FROM mission AS T1 JOIN ship AS T2 ON T1.Ship_ID  =  T2.Ship_ID","Show codes and fates of missions, and names of ships involved."
4019,ship_mission,"SELECT T1.Code ,  T1.Fate ,  T2.Name FROM mission AS T1 JOIN ship AS T2 ON T1.Ship_ID  =  T2.Ship_ID","What are the mission codes, fates, and names of the ships involved?"
4020,ship_mission,SELECT T2.Name FROM mission AS T1 JOIN ship AS T2 ON T1.Ship_ID  =  T2.Ship_ID WHERE T1.Launched_Year  >  1928,Show names of ships involved in a mission launched after 1928.
4021,ship_mission,SELECT T2.Name FROM mission AS T1 JOIN ship AS T2 ON T1.Ship_ID  =  T2.Ship_ID WHERE T1.Launched_Year  >  1928,What are the names of ships that were involved in a mission launched after 1928?
4022,ship_mission,"SELECT DISTINCT T1.Fate FROM mission AS T1 JOIN ship AS T2 ON T1.Ship_ID  =  T2.Ship_ID WHERE T2.Nationality  =  ""United States""","Show the distinct fate of missions that involve ships with nationality ""United States"""
4023,ship_mission,"SELECT DISTINCT T1.Fate FROM mission AS T1 JOIN ship AS T2 ON T1.Ship_ID  =  T2.Ship_ID WHERE T2.Nationality  =  ""United States""",What are the different fates of the mission that involved ships from the United States?
4024,ship_mission,SELECT Name FROM ship WHERE Ship_ID NOT IN (SELECT Ship_ID FROM mission),List the name of ships that are not involved in any mission
4025,ship_mission,SELECT Name FROM ship WHERE Ship_ID NOT IN (SELECT Ship_ID FROM mission),What are the names of the ships that are not involved in any missions?
4026,ship_mission,SELECT TYPE FROM ship WHERE Tonnage  >  6000 INTERSECT SELECT TYPE FROM ship WHERE Tonnage  <  4000,Show the types of ships that have both ships with tonnage larger than 6000 and ships with tonnage smaller than 4000.
4027,ship_mission,SELECT TYPE FROM ship WHERE Tonnage  >  6000 INTERSECT SELECT TYPE FROM ship WHERE Tonnage  <  4000,What are the types of the ships that have both shiips with tonnage more than 6000 and those with tonnage less than 4000?
4028,student_1,SELECT count(*) FROM list,Find the number of students in total.
4029,student_1,SELECT count(*) FROM list,How many students are there?
4030,student_1,SELECT lastname FROM list WHERE classroom  =  111,Find the last names of students studying in room 111.
4031,student_1,SELECT lastname FROM list WHERE classroom  =  111,What are the last names of students in room 111?
4032,student_1,SELECT firstname FROM list WHERE classroom  =  108,Find the first names of students studying in room 108.
4033,student_1,SELECT firstname FROM list WHERE classroom  =  108,What are the first names of students in room 108?
4034,student_1,SELECT DISTINCT firstname FROM list WHERE classroom  =  107,What are the first names of students studying in room 107?
4035,student_1,SELECT DISTINCT firstname FROM list WHERE classroom  =  107,List the first names of all the students in room 107.
4036,student_1,"SELECT DISTINCT classroom ,  grade FROM list",For each classroom report the grade that is taught in it. Report just the classroom number and the grade number.
4037,student_1,"SELECT DISTINCT classroom ,  grade FROM list",What are the grade number and classroom number of each class in the list?
4038,student_1,SELECT DISTINCT grade FROM list WHERE classroom  =  103,Which grade is studying in classroom 103?
4039,student_1,SELECT DISTINCT grade FROM list WHERE classroom  =  103,Find the grade taught in classroom 103.
4040,student_1,SELECT DISTINCT grade FROM list WHERE classroom  =  105,Find the grade studying in room 105.
4041,student_1,SELECT DISTINCT grade FROM list WHERE classroom  =  105,Which grade is studying in room 105?
4042,student_1,SELECT DISTINCT classroom FROM list WHERE grade  =  4,Which classrooms are used by grade 4?
4043,student_1,SELECT DISTINCT classroom FROM list WHERE grade  =  4,Find the classrooms in which grade 4 is studying.
4044,student_1,SELECT DISTINCT classroom FROM list WHERE grade  =  5,Which classrooms are used by grade 5?
4045,student_1,SELECT DISTINCT classroom FROM list WHERE grade  =  5,Show me the classrooms grade 5 is using.
4046,student_1,SELECT DISTINCT T2.lastname FROM list AS T1 JOIN teachers AS T2 ON T1.classroom  =  T2.classroom WHERE grade  =  5,Find the last names of the teachers that teach fifth grade.
4047,student_1,SELECT DISTINCT T2.lastname FROM list AS T1 JOIN teachers AS T2 ON T1.classroom  =  T2.classroom WHERE grade  =  5,what are the last names of the teachers who teach grade 5?
4048,student_1,SELECT DISTINCT T2.firstname FROM list AS T1 JOIN teachers AS T2 ON T1.classroom  =  T2.classroom WHERE grade  =  1,Find the first names of the teachers that teach first grade.
4049,student_1,SELECT DISTINCT T2.firstname FROM list AS T1 JOIN teachers AS T2 ON T1.classroom  =  T2.classroom WHERE grade  =  1,What are the first names of the teachers who teach grade 1?
4050,student_1,SELECT firstname FROM teachers WHERE classroom  =  110,Find the first names of all the teachers that teach in classroom 110.
4051,student_1,SELECT firstname FROM teachers WHERE classroom  =  110,Which teachers teach in classroom 110? Give me their first names.
4052,student_1,SELECT lastname FROM teachers WHERE classroom  =  109,Find the last names of teachers teaching in classroom 109.
4053,student_1,SELECT lastname FROM teachers WHERE classroom  =  109,Which teachers teach in classroom 109? Give me their last names.
4054,student_1,"SELECT DISTINCT firstname ,  lastname FROM teachers",Report the first name and last name of all the teachers.
4055,student_1,"SELECT DISTINCT firstname ,  lastname FROM teachers",What are the first name and last name of all the teachers?
4056,student_1,"SELECT DISTINCT firstname ,  lastname FROM list",Report the first name and last name of all the students.
